SL.NO,DESCRIPTION,RESPONSIBLE_AGENCY,QTY,DURATION,WEIGHT_KG,TOTAL_WEIGHT_KG,UNIT_RATE_INR,TOTAL_BUDGET,DATE,PROJECT_NAME,APPROVED_BY,CURRENCY
162,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,11972,Monthly,9.51,113853.72,1537.08,18401921.76,2024-10-20,BHEL Ranipet L1,Ravi,INR
163,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,20455,Monthly,20.82,425873.1,571.52,11690441.6,2024-04-02,BHEL Trichy T2,Srividhya,INR
164,Complete manufacturing of Shaft I for ESP,Cando Engineering,700,One time,21.81,15267.0,1154.33,808031.0,2024-07-24,BHEL Ranipet L1,Magesh,INR
165,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,3506,Monthly,13.5,47331.0,783.58,2747231.48,2024-08-20,BHEL Trichy T2,Magesh,INR
166,Complete manufacturing of Shaft I for ESP,Cando Engineering,24145,Quarterly,19.53,471551.85,1156.81,27931177.45,2024-02-13,BHEL Ranipet L1,Magesh,INR
167,Complete manufacturing of Shaft for ESP,Sub Contractor,22584,One time,7.17,161927.28,1340.78,30280175.52,2024-09-05,BHEL Haridwar P3,Ravi,INR
168,Complete manufacturing of Bearings for ESP,Cando Engineering,7563,Monthly,3.29,24882.27,888.33,6718439.79,2024-05-25,BHEL Haridwar P3,Kumar,INR
169,Complete manufacturing of Bearings for ESP,Cando Engineering,1988,One time,10.18,20237.84,1218.68,2422735.84,2024-01-04,BHEL Ranipet L1,Srividhya,INR
170,Complete manufacturing of Shaft for ESP,Tetakisu,8872,Quarterly,8.54,75766.88,65.07,577301.04,2025-01-17,BHEL Trichy T2,Magesh,INR
171,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,17951,Monthly,6.14,110219.14,1139.51,20455344.01,2024-12-08,BHEL Trichy T2,Mani,INR
172,Complete manufacturing of Bearings for ESP,Sub Contractor,14794,One time,11.76,173977.44,201.83,2985873.02,2024-06-09,BHEL Haridwar P3,Ravi,INR
173,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,23748,Monthly,10.73,254816.04,274.59,6520963.32,2024-01-11,BHEL Trichy T2,Magesh,INR
174,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,23097,Quarterly,2.66,61438.02,1696.74,39189603.78,2024-05-04,BHEL Trichy T2,Kumar,INR
175,Complete manufacturing of Bearings for ESP,Sub Contractor,13468,Quarterly,18.77,252794.36,482.07,6492518.76,2025-02-02,BHEL Ranipet L1,Mani,INR
176,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,17886,Monthly,5.25,93901.5,1563.65,27967443.9,2024-06-28,BHEL Haridwar P3,Magesh,INR
177,Complete manufacturing of Shaft for ESP,Sub Contractor,5298,Quarterly,5.33,28238.34,1224.68,6488354.64,2025-01-24,BHEL Haridwar P3,Mani,INR
178,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,15702,Monthly,19.12,300222.24,925.37,14530159.74,2024-10-16,BHEL Haridwar P3,Kumar,INR
179,Complete manufacturing of Shaft I for ESP,Cando Engineering,5446,Quarterly,2.17,11817.82,912.31,4968440.26,2024-06-04,BHEL Trichy T2,Kumar,INR
180,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,17124,One time,8.1,138704.4,931.23,15946382.52,2024-01-30,BHEL Trichy T2,Srividhya,INR
181,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,20652,Monthly,12.92,266823.84,952.29,19666693.08,2024-10-10,BHEL Haridwar P3,Mani,INR
182,Complete manufacturing of Bearings for ESP,Tetakisu,11035,Monthly,12.15,134075.25,344.18,3798026.3,2024-02-01,BHEL Trichy T2,Mani,INR
183,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,23906,One time,12.86,307431.16,386.49,9239429.94,2024-05-06,BHEL Haridwar P3,Ravi,INR
184,Complete manufacturing of Bearings for ESP,Tetakisu,12424,Quarterly,22.99,285627.76,805.46,10007035.04,2025-01-31,BHEL Trichy T2,Kumar,INR
185,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,2659,Quarterly,2.82,7498.38,1372.84,3650381.56,2024-05-25,BHEL Trichy T2,Kumar,INR
186,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,11423,One time,14.78,168831.94,325.79,3721499.17,2024-06-28,BHEL Trichy T2,Ravi,INR
187,Complete manufacturing of Shaft for ESP,Sub Contractor,10644,Monthly,9.73,103566.12,1593.74,16963768.56,2025-02-20,BHEL Ranipet L1,Kumar,INR
188,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,17162,Quarterly,0.95,16303.9,652.29,11194600.98,2024-04-19,BHEL Trichy T2,Ravi,INR
189,Complete manufacturing of Shaft for ESP,Tetakisu,5007,One time,2.39,11966.73,1696.64,8495076.48,2024-02-21,BHEL Haridwar P3,Kumar,INR
190,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,22190,Quarterly,21.97,487514.3,1255.16,27852000.4,2024-11-01,BHEL Trichy T2,Magesh,INR
191,Complete manufacturing of Shaft for ESP,Tetakisu,23203,Monthly,20.32,471484.96,372.8,8650078.4,2024-08-12,BHEL Ranipet L1,Ravi,INR
192,Complete manufacturing of Shaft I for ESP,Tetakisu,15055,Monthly,7.48,112611.4,1509.65,22727780.75,2024-08-17,BHEL Ranipet L1,Kumar,INR
193,Complete manufacturing of Shaft for ESP,Cando Engineering,15868,One time,9.51,150904.68,1896.9,30100009.2,2024-08-13,BHEL Trichy T2,Srividhya,INR
194,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,16979,Monthly,10.76,182694.04,366.01,6214483.79,2024-04-12,BHEL Haridwar P3,Magesh,INR
195,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,2209,Monthly,12.27,27104.43,773.86,1709456.74,2024-02-22,BHEL Haridwar P3,Kumar,INR
196,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,9840,One time,19.2,188928.0,581.94,5726289.6,2024-09-19,BHEL Ranipet L1,Ravi,INR
197,Complete manufacturing of Grip Coupling for ESP,Tetakisu,15282,Quarterly,23.3,356070.6,859.05,13128002.1,2024-07-21,BHEL Haridwar P3,Srividhya,INR
198,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,3174,Quarterly,6.0,19044.0,671.44,2131150.56,2024-02-20,BHEL Haridwar P3,Srividhya,INR
199,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,5008,One time,7.53,37710.24,1668.04,8353544.32,2024-12-22,BHEL Ranipet L1,Ravi,INR
200,Complete manufacturing of Bearings for ESP,Sub Contractor,3096,One time,6.77,20959.92,1678.18,5195645.28,2024-10-07,BHEL Haridwar P3,Kumar,INR
201,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,4143,Quarterly,6.32,26183.76,287.6,1191526.8,2024-05-02,BHEL Trichy T2,Kumar,INR
202,Complete manufacturing of Bearings for ESP,Sub Contractor,4132,Quarterly,15.12,62475.84,82.05,339030.6,2024-09-20,BHEL Haridwar P3,Magesh,INR
203,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,10044,Quarterly,0.54,5423.76,737.99,7412371.56,2024-10-19,BHEL Trichy T2,Magesh,INR
204,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,17653,Quarterly,2.16,38130.48,1075.82,18991450.46,2024-09-16,BHEL Haridwar P3,Kumar,INR
205,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,15905,One time,16.07,255593.35,1963.03,31221992.15,2024-05-09,BHEL Haridwar P3,Mani,INR
206,Complete manufacturing of Shaft I for ESP,Sub Contractor,11798,One time,18.46,217791.08,1275.1,15043629.8,2025-01-30,BHEL Haridwar P3,Srividhya,INR
207,Complete manufacturing of Shaft for ESP,Sub Contractor,12044,Monthly,8.79,105866.76,1303.45,15698751.8,2025-03-01,BHEL Haridwar P3,Ravi,INR
208,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,21200,One time,20.38,432056.0,173.05,3668660.0,2025-02-01,BHEL Trichy T2,Mani,INR
209,Complete manufacturing of Shaft I for ESP,Tetakisu,1935,One time,22.2,42957.0,665.41,1287568.35,2024-06-07,BHEL Haridwar P3,Ravi,INR
210,Complete manufacturing of Foundation Bolt for ESP,SriVidhya Fabricators,8800,One time,18.96,166848.0,422.65,3719320.0,2024-07-01,BHEL Ranipet L1,Srividhya,INR
211,Complete manufacturing of Shaft I for ESP,Sub Contractor,12559,Quarterly,22.29,279940.11,1499.45,18831592.55,2024-07-16,BHEL Trichy T2,Magesh,INR
212,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,12537,Monthly,7.03,88135.11,211.09,2646435.33,2024-08-05,BHEL Ranipet L1,Ravi,INR
213,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,18374,Quarterly,8.37,153790.38,206.13,3787432.62,2024-12-04,BHEL Trichy T2,Srividhya,INR
214,Complete manufacturing of Bearings for ESP,SriVidhya Fabricators,5960,Monthly,11.38,67824.8,921.9,5494524.0,2025-01-07,BHEL Trichy T2,Kumar,INR
215,Complete manufacturing of Bearings for ESP,Cando Engineering,21454,One time,2.34,50202.36,1293.15,27743240.1,2024-07-05,BHEL Haridwar P3,Magesh,INR
216,Complete manufacturing of Grip Coupling for ESP,Tetakisu,20408,Monthly,19.64,400813.12,117.86,2405286.88,2024-02-04,BHEL Ranipet L1,Srividhya,INR
217,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,19087,One time,15.32,292412.84,1374.17,26228782.79,2024-07-08,BHEL Trichy T2,Ravi,INR
218,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,19306,One time,13.47,260051.82,826.17,15950038.02,2024-11-28,BHEL Trichy T2,Magesh,INR
219,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,24606,One time,12.73,313234.38,804.63,19798725.78,2024-10-14,BHEL Ranipet L1,Srividhya,INR
220,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,23569,Quarterly,5.76,135757.44,1243.16,29300038.04,2024-12-21,BHEL Trichy T2,Magesh,INR
221,Complete manufacturing of Grip Coupling for ESP,Tetakisu,2926,Quarterly,4.73,13839.98,1441.07,4216570.82,2024-02-14,BHEL Haridwar P3,Srividhya,INR
222,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,23750,One time,13.97,331787.5,616.21,14634987.5,2024-06-02,BHEL Ranipet L1,Magesh,INR
223,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,17170,One time,3.47,59579.9,441.91,7587594.7,2024-03-12,BHEL Ranipet L1,Ravi,INR
224,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,18654,Monthly,9.54,177959.16,1617.14,30166129.56,2024-10-09,BHEL Ranipet L1,Kumar,INR
225,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,10634,Quarterly,24.99,265743.66,1451.8,15438441.2,2024-09-26,BHEL Trichy T2,Ravi,INR
226,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,4606,Quarterly,16.24,74801.44,927.45,4271834.7,2024-12-14,BHEL Haridwar P3,Srividhya,INR
227,Complete manufacturing of Shaft for ESP,Tetakisu,4728,Quarterly,12.82,60612.96,1743.01,8240951.28,2025-03-01,BHEL Ranipet L1,Kumar,INR
228,Complete manufacturing of Shaft for ESP,Cando Engineering,5895,One time,8.41,49576.95,1433.2,8448714.0,2024-06-26,BHEL Haridwar P3,Srividhya,INR
229,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,8711,One time,16.06,139898.66,1124.14,9792383.54,2024-03-05,BHEL Haridwar P3,Srividhya,INR
230,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,16968,Monthly,4.63,78561.84,1886.13,32003853.84,2024-03-19,BHEL Ranipet L1,Kumar,INR
231,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,18968,One time,20.72,393016.96,105.33,1997899.44,2024-01-24,BHEL Haridwar P3,Kumar,INR
232,Complete manufacturing of Shaft I for ESP,Tetakisu,19247,Quarterly,15.64,301023.08,109.06,2099077.82,2024-11-17,BHEL Haridwar P3,Srividhya,INR
233,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,16325,One time,20.21,329928.25,1385.73,22622042.25,2024-06-01,BHEL Trichy T2,Mani,INR
234,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,5679,Quarterly,10.68,60651.72,955.66,5427193.14,2024-06-23,BHEL Haridwar P3,Magesh,INR
235,Complete manufacturing of Shaft I for ESP,Cando Engineering,24558,Quarterly,24.4,599215.2,304.99,7489944.42,2024-07-08,BHEL Haridwar P3,Kumar,INR
236,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,8421,Quarterly,3.5,29473.5,926.71,7803824.91,2024-03-13,BHEL Ranipet L1,Mani,INR
237,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,20664,Quarterly,6.58,135969.12,1737.35,35900600.4,2024-03-22,BHEL Trichy T2,Kumar,INR
238,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,6720,One time,12.71,85411.2,1053.71,7080931.2,2024-09-12,BHEL Trichy T2,Ravi,INR
239,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,13385,Monthly,11.7,156604.5,519.42,6952436.7,2024-10-25,BHEL Trichy T2,Mani,INR
240,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,16716,Monthly,22.12,369757.92,1325.81,22162239.96,2024-08-28,BHEL Trichy T2,Kumar,INR
241,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,14620,One time,22.12,323394.4,1468.64,21471516.8,2025-01-26,BHEL Trichy T2,Srividhya,INR
242,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,2176,Monthly,14.26,31029.76,756.92,1647057.92,2024-05-27,BHEL Ranipet L1,Ravi,INR
243,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,18517,Quarterly,20.72,383672.24,1265.32,23429930.44,2024-11-08,BHEL Ranipet L1,Magesh,INR
244,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,12728,Quarterly,14.17,180355.76,762.93,9710573.04,2024-03-14,BHEL Ranipet L1,Kumar,INR
245,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,16886,One time,1.61,27186.46,317.22,5356576.92,2024-06-19,BHEL Trichy T2,Kumar,INR
246,Complete manufacturing of Bearings for ESP,Tetakisu,20365,Monthly,3.92,79830.8,1866.17,38004552.05,2024-06-12,BHEL Ranipet L1,Ravi,INR
247,Complete manufacturing of Supporting Bracket for ESP,Cando Engineering,19955,Quarterly,12.93,258018.15,1043.94,20831822.7,2024-09-07,BHEL Haridwar P3,Kumar,INR
248,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,1045,Quarterly,8.62,9007.9,263.73,275597.85,2024-08-01,BHEL Haridwar P3,Srividhya,INR
249,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,20059,Quarterly,7.01,140613.59,1328.4,26646375.6,2025-02-01,BHEL Haridwar P3,Kumar,INR
250,Complete manufacturing of Shaft for ESP,Sub Contractor,19620,Quarterly,4.68,91821.6,1276.6,25046892.0,2024-11-13,BHEL Trichy T2,Magesh,INR
251,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,1534,Monthly,23.73,36401.82,264.3,405436.2,2024-01-10,BHEL Trichy T2,Srividhya,INR
252,Complete manufacturing of Bearings for ESP,Tetakisu,14031,Monthly,5.5,77170.5,1028.55,14431585.05,2024-11-09,BHEL Trichy T2,Mani,INR
253,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,17496,One time,14.24,249143.04,1996.34,34927964.64,2024-09-01,BHEL Haridwar P3,Ravi,INR
254,Complete manufacturing of Shaft I for ESP,Tetakisu,15562,Monthly,8.89,138346.18,740.86,11529263.32,2025-01-30,BHEL Haridwar P3,Srividhya,INR
255,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,6800,One time,7.34,49912.0,632.07,4298076.0,2024-06-01,BHEL Trichy T2,Magesh,INR
256,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,10888,Quarterly,9.05,98536.4,1870.72,20368399.36,2025-02-11,BHEL Haridwar P3,Srividhya,INR
257,Complete manufacturing of Shaft I for ESP,Sub Contractor,19291,Monthly,13.81,266408.71,1796.73,34660718.43,2024-07-21,BHEL Trichy T2,Magesh,INR
258,Complete manufacturing of Shaft I for ESP,Sub Contractor,9925,Monthly,2.44,24217.0,1851.82,18379313.5,2024-12-01,BHEL Trichy T2,Ravi,INR
259,Complete manufacturing of Shaft for ESP,Tetakisu,18148,Quarterly,23.36,423937.28,1407.53,25543854.44,2024-03-11,BHEL Ranipet L1,Kumar,INR
260,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,8444,One time,16.91,142788.04,1085.53,9166215.32,2024-11-22,BHEL Ranipet L1,Mani,INR
261,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,11323,Monthly,12.07,136668.61,1378.32,15606717.36,2024-03-11,BHEL Ranipet L1,Kumar,INR
262,Complete manufacturing of Shaft for ESP,SriVidhya Fabricators,21893,Quarterly,12.2,267094.6,438.94,9609713.42,2024-05-27,BHEL Trichy T2,Srividhya,INR
263,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,3431,Monthly,14.57,49989.67,1093.55,3751970.05,2025-01-05,BHEL Ranipet L1,Magesh,INR
264,Complete manufacturing of Bearings for ESP,Tetakisu,1690,Quarterly,19.81,33478.9,413.31,698493.9,2025-01-18,BHEL Trichy T2,Mani,INR
265,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,19110,Monthly,3.13,59814.3,1966.84,37586312.4,2024-05-25,BHEL Trichy T2,Kumar,INR
266,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,4897,Monthly,11.97,58617.09,425.98,2086024.06,2024-02-27,BHEL Trichy T2,Magesh,INR
267,Complete manufacturing of Pin Wheel 1 for ESP,SriVidhya Fabricators,21743,Quarterly,18.11,393765.73,77.46,1684212.78,2024-06-21,BHEL Trichy T2,Kumar,INR
268,Complete manufacturing of Pin Wheel 1 for ESP,Tetakisu,6250,Monthly,21.48,134250.0,1799.23,11245187.5,2025-02-27,BHEL Trichy T2,Kumar,INR
269,Complete manufacturing of Shaft I for ESP,Sub Contractor,13634,Monthly,2.84,38720.56,1964.29,26781129.86,2024-09-01,BHEL Trichy T2,Magesh,INR
270,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,13068,One time,11.45,149628.6,570.64,7457123.52,2024-06-17,BHEL Trichy T2,Kumar,INR
271,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,9070,Monthly,9.31,84441.7,510.79,4632865.3,2024-12-07,BHEL Ranipet L1,Ravi,INR
272,Complete manufacturing of Shaft I for ESP,Tetakisu,13784,Monthly,12.81,176573.04,1795.48,24748896.32,2024-12-26,BHEL Trichy T2,Mani,INR
273,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,12543,Monthly,5.91,74129.13,1916.85,24043049.55,2024-09-01,BHEL Ranipet L1,Ravi,INR
274,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,14126,Monthly,13.96,197198.96,968.11,13675521.86,2024-10-02,BHEL Haridwar P3,Magesh,INR
275,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,22793,Monthly,21.89,498938.77,209.65,4778552.45,2024-08-16,BHEL Haridwar P3,Srividhya,INR
276,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,2523,Monthly,22.62,57070.26,444.21,1120741.83,2024-10-01,BHEL Ranipet L1,Magesh,INR
277,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,4308,Monthly,5.53,23823.24,1187.14,5114199.12,2024-02-16,BHEL Haridwar P3,Ravi,INR
278,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,15358,One time,13.07,200729.06,940.76,14448192.08,2024-01-30,BHEL Haridwar P3,Ravi,INR
279,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,24200,One time,10.2,246840.0,1642.08,39738336.0,2025-01-16,BHEL Ranipet L1,Kumar,INR
280,Complete manufacturing of Grip Coupling for ESP,Sub Contractor,14383,Quarterly,17.66,254003.78,1105.27,15897098.41,2024-01-31,BHEL Ranipet L1,Ravi,INR
281,Complete manufacturing of Grip Coupling for ESP,Cando Engineering,13897,One time,19.34,268767.98,1543.36,21448073.92,2025-01-08,BHEL Haridwar P3,Ravi,INR
282,Complete manufacturing of Shaft I for ESP,SriVidhya Fabricators,15197,Quarterly,9.7,147410.9,1381.32,20991920.04,2024-12-04,BHEL Haridwar P3,Magesh,INR
283,Complete manufacturing of Pin Wheel 1 for ESP,Cando Engineering,4387,One time,24.82,108885.34,816.46,3581810.02,2024-03-06,BHEL Haridwar P3,Magesh,INR
284,Complete manufacturing of Foundation Bolt for ESP,Sub Contractor,1244,Quarterly,11.84,14728.96,1452.23,1806574.12,2024-08-05,BHEL Haridwar P3,Ravi,INR
285,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,8610,Quarterly,8.98,77317.8,587.52,5058547.2,2025-03-24,BHEL Haridwar P3,Mani,INR
286,Complete manufacturing of Grip Coupling for ESP,SriVidhya Fabricators,20649,One time,6.4,132153.6,181.22,3742011.78,2024-10-31,BHEL Ranipet L1,Ravi,INR
287,Complete manufacturing of Supporting Bracket for ESP,Sub Contractor,8519,Monthly,1.58,13460.02,905.98,7718043.62,2024-10-03,BHEL Ranipet L1,Mani,INR
288,Complete manufacturing of Shaft for ESP,Cando Engineering,8173,Monthly,14.61,119407.53,1176.08,9612101.84,2025-01-30,BHEL Haridwar P3,Srividhya,INR
289,Complete manufacturing of Shaft for ESP,Cando Engineering,5194,Monthly,13.27,68924.38,856.44,4448349.36,2024-05-20,BHEL Ranipet L1,Kumar,INR
290,Complete manufacturing of Supporting Bracket for ESP,Tetakisu,21012,Monthly,10.97,230501.64,1016.46,21357857.52,2024-06-25,BHEL Haridwar P3,Ravi,INR
291,Complete manufacturing of Foundation Bolt for ESP,Cando Engineering,23316,Quarterly,10.5,244818.0,634.78,14800530.48,2024-04-04,BHEL Haridwar P3,Ravi,INR
292,Complete manufacturing of Shaft for ESP,Tetakisu,10354,Monthly,4.04,41830.16,952.9,9866326.6,2024-01-30,BHEL Haridwar P3,Ravi,INR
293,Complete manufacturing of Bearings for ESP,Tetakisu,13227,One time,6.75,89282.25,694.01,9179670.27,2024-02-10,BHEL Trichy T2,Srividhya,INR
294,Complete manufacturing of Grip Coupling for ESP,Tetakisu,2188,Quarterly,9.74,21311.12,1229.69,2690561.72,2024-01-21,BHEL Ranipet L1,Magesh,INR
295,Complete manufacturing of Foundation Bolt for ESP,Tetakisu,16208,One time,21.8,353334.4,699.28,11333930.24,2024-01-08,BHEL Ranipet L1,Magesh,INR
296,Complete manufacturing of Pin Wheel 1 for ESP,Sub Contractor,24973,Quarterly,22.9,571881.7,1406.47,35123775.31,2024-12-26,BHEL Ranipet L1,Ravi,INR
297,Complete manufacturing of Shaft for ESP,Cando Engineering,9775,Quarterly,11.92,116518.0,1315.01,12854222.75,2024-06-06,BHEL Trichy T2,Srividhya,INR
298,Complete manufacturing of Supporting Bracket for ESP,SriVidhya Fabricators,15770,One time,20.17,318080.9,1458.71,23003856.7,2025-01-24,BHEL Trichy T2,Magesh,INR
